Row	Sample Name	Transaction Id	Anon Student Id	Session Id	Time	Time Zone	Duration (sec)	Student Response Type	Student Response Subtype	Tutor Response Type	Tutor Response Subtype	Level (Default)	Problem Name	Problem View	Problem Start Time	Step Name	Attempt At Step	Is Last Attempt	Outcome	Selection	Action	Input	Feedback Text	Feedback Classification	Help Level	Total Num Hints	Condition Name	Condition Type	Condition Name	Condition Type	KC (Tokens)	KC Category (Tokens)	KC (Single-KC)	KC Category (Single-KC)	KC (Unique-step)	KC Category (Unique-step)	KC (Intro CS Concepts)	KC Category (Intro CS Concepts)	KC (Tokens Merged)	KC Category (Tokens Merged)	School	Class	Event Type
8607	All Data	fc147d7dd26f06302312da1d9c3ca8a2	S347	1	2016-01-21 05:51:00		.	ATTEMPT		RESULT		programming	oneToN	1	2016-01-20 04:56:00	Add	7	0	INCORRECT			def oneToN(n):\n    for n in range(1,n+1):\n        print('n', end='')\n        \n    print()	Commission Error				expert_class		hint_first		Add		Single-KC		KC146		Arithmetic Operations		Add				
8608	All Data	15f008c515515a517afbf2a24b1678c0	S347	1	2016-01-21 05:51:00		.	ATTEMPT		RESULT		programming	oneToN	1	2016-01-20 04:56:00	String	5	0	INCORRECT			def oneToN(n):\n    for n in range(1,n+1):\n        print('n', end='')\n        \n    print()	Commission Error				expert_class		hint_first		String		Single-KC		KC147		Data Types and Structures		String				
8609	All Data	e03baa917af409218302286df5864e09	S347	1	2016-01-21 05:52:00		2.4	ATTEMPT		RESULT		programming	oneToN	1	2016-01-20 04:56:00	Number	10	0	CORRECT			def oneToN(n):\n    for n in range(1,n+1):\n        print('n', end='')\n        \nprint(oneToN(5))					expert_class		hint_first		Number		Single-KC		KC91		Data Types and Structures		Number				
8610	All Data	155f5711d76f1e7d2b6e21afbba08d02	S347	1	2016-01-21 05:52:00		2.4	ATTEMPT		RESULT		programming	oneToN	1	2016-01-20 04:56:00	Store	7	0	INCORRECT			def oneToN(n):\n    for n in range(1,n+1):\n        print('n', end='')\n        \nprint(oneToN(5))	Commission Error				expert_class		hint_first		Store		Single-KC		KC207		Variables		Store				
8611	All Data	0f742d2677a98c41284c6ff81ebb3b37	S347	1	2016-01-21 05:52:00		2.4	ATTEMPT		RESULT		programming	oneToN	1	2016-01-20 04:56:00	Binary Operation	7	0	INCORRECT			def oneToN(n):\n    for n in range(1,n+1):\n        print('n', end='')\n        \nprint(oneToN(5))	Commission Error				expert_class		hint_first		Binary Operation		Single-KC		KC172		Arithmetic Operations		Binary Operation				
8612	All Data	5b585adb14cc6ab2207274bc9b23c4ac	S347	1	2016-01-21 05:52:00		2.4	ATTEMPT		RESULT		programming	oneToN	1	2016-01-20 04:56:00	Load	17	0	INCORRECT			def oneToN(n):\n    for n in range(1,n+1):\n        print('n', end='')\n        \nprint(oneToN(5))	Commission Error				expert_class		hint_first		Load		Single-KC		KC232		Programming Language Fundamentals		Load				
8613	All Data	6efaa2f108ee05d558de256e4c4c3ef9	S347	1	2016-01-21 05:52:00		2.4	ATTEMPT		RESULT		programming	oneToN	1	2016-01-20 04:56:00	Call	14	0	INCORRECT			def oneToN(n):\n    for n in range(1,n+1):\n        print('n', end='')\n        \nprint(oneToN(5))	Commission Error				expert_class		hint_first		Call		Single-KC		KC1		Class and Functions		Function Definition				
8614	All Data	d4ea79729f572343edf2cbb499337239	S347	1	2016-01-21 05:52:00		2.4	ATTEMPT		RESULT		programming	oneToN	1	2016-01-20 04:56:00	Name	18	0	INCORRECT			def oneToN(n):\n    for n in range(1,n+1):\n        print('n', end='')\n        \nprint(oneToN(5))	Commission Error				expert_class		hint_first		Name		Single-KC		KC205		Variables		Name				
8615	All Data	61ab64f84956f3d4d01ab2957f2eb864	S347	1	2016-01-21 05:52:00		2.4	ATTEMPT		RESULT		programming	oneToN	1	2016-01-20 04:56:00	Add	8	0	INCORRECT			def oneToN(n):\n    for n in range(1,n+1):\n        print('n', end='')\n        \nprint(oneToN(5))	Commission Error				expert_class		hint_first		Add		Single-KC		KC146		Arithmetic Operations		Add				
8616	All Data	a8cf07e2469233960ba66facdcc175e9	S347	1	2016-01-21 05:52:00		2.4	ATTEMPT		RESULT		programming	oneToN	1	2016-01-20 04:56:00	String	6	0	INCORRECT			def oneToN(n):\n    for n in range(1,n+1):\n        print('n', end='')\n        \nprint(oneToN(5))	Commission Error				expert_class		hint_first		String		Single-KC		KC147		Data Types and Structures		String				
8617	All Data	e14f1db3dfed7fc53ff885a32deef058	S347	1	2016-01-21 05:52:00		2.4	ATTEMPT		RESULT		programming	oneToN	1	2016-01-20 04:56:00	Number	11	1	CORRECT			def oneToN(n):\n    for n in range(1,n+1):\					expert_class		hint_first		Number		Single-KC		KC91		Data Types and Structures		Number				
8618	All Data	9d595c23150248032298b1974c84c3ce	S347	1	2016-01-21 05:52:00		2.4	ATTEMPT		RESULT		programming	oneToN	1	2016-01-20 04:56:00	Store	8	0	INCORRECT			def oneToN(n):\n    for n in range(1,n+1):\	Commission Error				expert_class		hint_first		Store		Single-KC		KC207		Variables		Store				
8619	All Data	ef2c6253e4876233142cf694aea1bb8d	S347	1	2016-01-21 05:52:00		2.4	ATTEMPT		RESULT		programming	oneToN	1	2016-01-20 04:56:00	Load	18	0	INCORRECT			def oneToN(n):\n    for n in range(1,n+1):\	Commission Error				expert_class		hint_first		Load		Single-KC		KC232		Programming Language Fundamentals		Load				
8620	All Data	23cd0a5c6a7fa3afabae89b387d25064	S347	1	2016-01-21 05:52:00		2.4	ATTEMPT		RESULT		programming	oneToN	1	2016-01-20 04:56:00	Return	6	0	INCORRECT			def oneToN(n):\n    for n in range(1,n+1):\	Commission Error				expert_class		hint_first		Return		Single-KC		KC3		Class and Functions		Function Definition				
8621	All Data	4db90abed2289e882721fcf3f1598762	S347	1	2016-01-21 05:52:00		2.4	ATTEMPT		RESULT		programming	oneToN	1	2016-01-20 04:56:00	Call	15	0	INCORRECT			def oneToN(n):\n    for n in range(1,n+1):\	Commission Error				expert_class		hint_first		Call		Single-KC		KC1		Class and Functions		Function Definition				
8622	All Data	eeee705ce2972e6fc281f621bcf30355	S347	1	2016-01-21 05:52:00		2.4	ATTEMPT		RESULT		programming	oneToN	1	2016-01-20 04:56:00	Name	19	0	INCORRECT			def oneToN(n):\n    for n in range(1,n+1):\	Commission Error				expert_class		hint_first		Name		Single-KC		KC205		Variables		Name				
8623	All Data	8ddec248cd53fc40c8a5d01789dc816b	S347	1	2016-01-21 05:52:00		2.4	ATTEMPT		RESULT		programming	oneToN	1	2016-01-20 04:56:00	Add	9	0	INCORRECT			def oneToN(n):\n    for n in range(1,n+1):\	Commission Error				expert_class		hint_first		Add		Single-KC		KC146		Arithmetic Operations		Add				
8624	All Data	9d87d50b98d87f6a0a794853c3a8286a	S347	1	2016-01-21 05:52:00		2.4	ATTEMPT		RESULT		programming	oneToN	1	2016-01-20 04:56:00	String	7	0	CORRECT			def oneToN(n):\n    for n in range(1,n+1):\					expert_class		hint_first		String		Single-KC		KC147		Data Types and Structures		String				
8625	All Data	f338fcce1353af7de910888bfe7d6e88	S347	1	2016-01-21 05:52:00		2.4	ATTEMPT		RESULT		programming	oneToN	1	2016-01-20 04:56:00	Assign	1	1	INCORRECT			def oneToN(n):\n    for n in range(1,n+1):\n        return('n', end='')	Omission Error				expert_class		hint_first		Assign		Single-KC		KC261		Variables		Assign				
8626	All Data	14ed6817a78a898a2270d403ab06bd21	S347	1	2016-01-21 05:52:00		2.4	ATTEMPT		RESULT		programming	oneToN	1	2016-01-20 04:56:00	Store	9	1	INCORRECT			def oneToN(n):\n    for n in range(1,n+1):\n        return('n', end='')	Commission Error				expert_class		hint_first		Store		Single-KC		KC207		Variables		Store				
8627	All Data	b5fb718e477fe0767fba966d597b0989	S347	1	2016-01-21 05:52:00		2.4	ATTEMPT		RESULT		programming	oneToN	1	2016-01-20 04:56:00	Binary Operation	8	1	INCORRECT			def oneToN(n):\n    for n in range(1,n+1):\n        return('n', end='')	Commission Error				expert_class		hint_first		Binary Operation		Single-KC		KC172		Arithmetic Operations		Binary Operation				
8628	All Data	1e1298a8c831cb9ffc0616e0ea618ac0	S347	1	2016-01-21 05:52:00		2.4	ATTEMPT		RESULT		programming	oneToN	1	2016-01-20 04:56:00	Load	19	1	INCORRECT			def oneToN(n):\n    for n in range(1,n+1):\n        return('n', end='')	Commission Error				expert_class		hint_first		Load		Single-KC		KC232		Programming Language Fundamentals		Load				
8629	All Data	19c32d51ea906a6ed0f44b397be317b0	S347	1	2016-01-21 05:52:00		2.4	ATTEMPT		RESULT		programming	oneToN	1	2016-01-20 04:56:00	Return	7	1	INCORRECT			def oneToN(n):\n    for n in range(1,n+1):\n        return('n', end='')	Commission Error				expert_class		hint_first		Return		Single-KC		KC3		Class and Functions		Function Definition				
8630	All Data	4dbac6bbe4cf1206093e8b46c9e75c43	S347	1	2016-01-21 05:52:00		2.4	ATTEMPT		RESULT		programming	oneToN	1	2016-01-20 04:56:00	Call	16	1	INCORRECT			def oneToN(n):\n    for n in range(1,n+1):\n        return('n', end='')	Commission Error				expert_class		hint_first		Call		Single-KC		KC1		Class and Functions		Function Definition				
8631	All Data	378cf7203c1646b6a1d6ec39ef386d60	S347	1	2016-01-21 05:52:00		2.4	ATTEMPT		RESULT		programming	oneToN	1	2016-01-20 04:56:00	Name	20	1	INCORRECT			def oneToN(n):\n    for n in range(1,n+1):\n        return('n', end='')	Commission Error				expert_class		hint_first		Name		Single-KC		KC205		Variables		Name				
8632	All Data	212a72ebab8a851847dc09caf7348fad	S347	1	2016-01-21 05:52:00		2.4	ATTEMPT		RESULT		programming	oneToN	1	2016-01-20 04:56:00	Add	10	1	INCORRECT			def oneToN(n):\n    for n in range(1,n+1):\n        return('n', end='')	Commission Error				expert_class		hint_first		Add		Single-KC		KC146		Arithmetic Operations		Add				
8633	All Data	579b4aa28116d675093b6fa1baf1ea33	S347	1	2016-01-21 05:52:00		2.4	ATTEMPT		RESULT		programming	oneToN	1	2016-01-20 04:56:00	String	8	1	INCORRECT			def oneToN(n):\n    for n in range(1,n+1):\n        return('n', end='')	Commission Error				expert_class		hint_first		String		Single-KC		KC147		Data Types and Structures		String				
8634	All Data	ca5f5a904686ab82964e95c83a9fd371	S372	1	2016-01-21 14:37:00		0	ATTEMPT		RESULT		programming	helloWorld	1	2016-01-21 14:37:00	Function Definition	1	1	CORRECT			def helloWorld():\n    return 'Hello World!'					expert_class		hint_second		Function Definition		Single-KC		KC159		Class and Functions		Function Definition				
8635	All Data	6048c599a811775ec51f765d6229c916	S372	1	2016-01-21 14:37:00		0	ATTEMPT		RESULT		programming	helloWorld	1	2016-01-21 14:37:00	Return	1	1	CORRECT			def helloWorld():\n    return 'Hello World!'					expert_class		hint_second		Return		Single-KC		KC197		Class and Functions		Function Definition				
8636	All Data	c3f6556bf2cc4e757b9dacb8ea96d5a7	S372	1	2016-01-21 14:37:00		0	ATTEMPT		RESULT		programming	helloWorld	1	2016-01-21 14:37:00	Arguments	1	1	CORRECT			def helloWorld():\n    return 'Hello World!'					expert_class		hint_second		Arguments		Single-KC		KC50		Class and Functions		Function Definition				
8637	All Data	23aacec563bf0dafa2d0eaa78966dd48	S372	1	2016-01-21 14:37:00		0	ATTEMPT		RESULT		programming	helloWorld	1	2016-01-21 14:37:00	String	1	1	CORRECT			def helloWorld():\n    return 'Hello World!'					expert_class		hint_second		String		Single-KC		KC171		Data Types and Structures		String				
8638	All Data	9f6f461565497fb5bfd5b03ecbbb7fbc	S372	1	2016-01-21 14:37:00		0	ATTEMPT		RESULT		programming	helloWorld	1	2016-01-21 14:37:00	Module	1	1	CORRECT			def helloWorld():\n    return 'Hello World!'					expert_class		hint_second		Module		Single-KC		KC247		Data Types and Structures		Module				
8639	All Data	365c9e8cc8411c362bced064fb34253f	S372	1	2016-01-21 14:38:00		6	ATTEMPT		RESULT		programming	doubleX	1	2016-01-21 14:37:00	Module	1	1	CORRECT			def doubleX(x):\n    return x * 2					expert_class		hint_second		Module		Single-KC		KC227		Data Types and Structures		Module				
8640	All Data	a4dac293e2d33afa41719411a3799c28	S372	1	2016-01-21 14:38:00		6	ATTEMPT		RESULT		programming	doubleX	1	2016-01-21 14:37:00	Number	1	1	CORRECT			def doubleX(x):\n    return x * 2					expert_class		hint_second		Number		Single-KC		KC110		Data Types and Structures		Number				
8641	All Data	ba6f5964cd8acbd4639cd0a18d5768c4	S372	1	2016-01-21 14:38:00		6	ATTEMPT		RESULT		programming	doubleX	1	2016-01-21 14:37:00	Arguments	1	1	CORRECT			def doubleX(x):\n    return x * 2					expert_class		hint_second		Arguments		Single-KC		KC77		Class and Functions		Function Definition				
8642	All Data	14d868da11fa2bbeee9230b4d3dcf924	S372	1	2016-01-21 14:38:00		6	ATTEMPT		RESULT		programming	doubleX	1	2016-01-21 14:37:00	Multiply	1	1	CORRECT			def doubleX(x):\n    return x * 2					expert_class		hint_second		Multiply		Single-KC		KC88		Arithmetic Operations		Multiply				
8643	All Data	cd8a5ebc1e4e3785c391c3a28580d8eb	S372	1	2016-01-21 14:38:00		6	ATTEMPT		RESULT		programming	doubleX	1	2016-01-21 14:37:00	Binary Operation	1	1	CORRECT			def doubleX(x):\n    return x * 2					expert_class		hint_second		Binary Operation		Single-KC		KC204		Arithmetic Operations		Binary Operation				
8644	All Data	f6912211978c9ee3b935a6aca49bc361	S372	1	2016-01-21 14:38:00		6	ATTEMPT		RESULT		programming	doubleX	1	2016-01-21 14:37:00	Load	1	1	CORRECT			def doubleX(x):\n    return x * 2					expert_class		hint_second		Load		Single-KC		KC219		Programming Language Fundamentals		Load				
8645	All Data	6a86f6d20fa4b68376526e18d615736d	S372	1	2016-01-21 14:38:00		6	ATTEMPT		RESULT		programming	doubleX	1	2016-01-21 14:37:00	Return	1	1	CORRECT			def doubleX(x):\n    return x * 2					expert_class		hint_second		Return		Single-KC		KC181		Class and Functions		Function Definition				
8646	All Data	b20eb507cea39744d5bda9f4ace5e9d9	S372	1	2016-01-21 14:38:00		6	ATTEMPT		RESULT		programming	doubleX	1	2016-01-21 14:37:00	Name	1	1	CORRECT			def doubleX(x):\n    return x * 2					expert_class		hint_second		Name		Single-KC		KC93		Variables		Name				
8647	All Data	fd99d2853c46b27a2d73225b34e1a8fe	S372	1	2016-01-21 14:38:00		6	ATTEMPT		RESULT		programming	doubleX	1	2016-01-21 14:37:00	Parameter	1	1	CORRECT			def doubleX(x):\n    return x * 2					expert_class		hint_second		Parameter		Single-KC		KC255		Programming Language Fundamentals		Parameter				
8648	All Data	94e1b6fd45fa9afdd55d054b29794b07	S372	1	2016-01-21 14:38:00		6	ATTEMPT		RESULT		programming	doubleX	1	2016-01-21 14:37:00	Function Definition	1	1	CORRECT			def doubleX(x):\n    return x * 2					expert_class		hint_second		Function Definition		Single-KC		KC193		Class and Functions		Function Definition				
8649	All Data	314b70f7d2e1b867fecfa3b71d80e18d	S372	1	2016-01-21 14:39:00		6.667	ATTEMPT		RESULT		programming	raiseToPower	1	2016-01-21 14:38:00	Module	1	1	CORRECT			def raiseToPower(x, y)\n    return x ** y					expert_class		hint_second		Module		Single-KC		KC161		Data Types and Structures		Module				
8650	All Data	f3994a15b1eaf3abfb6aa0d4b72be386	S372	1	2016-01-21 14:39:00		6.667	ATTEMPT		RESULT		programming	raiseToPower	1	2016-01-21 14:38:00	Arguments	1	1	CORRECT			def raiseToPower(x, y)\n    return x ** y					expert_class		hint_second		Arguments		Single-KC		KC218		Class and Functions		Function Definition				
8651	All Data	1bdea4b4e944137d997cb81b83f7bb70	S372	1	2016-01-21 14:39:00		6.667	ATTEMPT		RESULT		programming	raiseToPower	1	2016-01-21 14:38:00	Binary Operation	1	1	CORRECT			def raiseToPower(x, y)\n    return x ** y					expert_class		hint_second		Binary Operation		Single-KC		KC256		Arithmetic Operations		Binary Operation				
8652	All Data	76f55c965ab8b9022d9dff3740eefefa	S372	1	2016-01-21 14:39:00		6.667	ATTEMPT		RESULT		programming	raiseToPower	1	2016-01-21 14:38:00	Load	1	1	CORRECT			def raiseToPower(x, y)\n    return x ** y					expert_class		hint_second		Load		Single-KC		KC177		Programming Language Fundamentals		Load				
8653	All Data	9a8c87c011724db1ac108649e368394a	S372	1	2016-01-21 14:39:00		6.667	ATTEMPT		RESULT		programming	raiseToPower	1	2016-01-21 14:38:00	Return	1	1	CORRECT			def raiseToPower(x, y)\n    return x ** y					expert_class		hint_second		Return		Single-KC		KC99		Class and Functions		Function Definition				
8654	All Data	3d1d127e841c42247fd4e76453efb52e	S372	1	2016-01-21 14:39:00		6.667	ATTEMPT		RESULT		programming	raiseToPower	1	2016-01-21 14:38:00	Name	1	1	CORRECT			def raiseToPower(x, y)\n    return x ** y					expert_class		hint_second		Name		Single-KC		KC176		Variables		Name				
8655	All Data	dab21b5d58c12d8dbd552f04377463df	S372	1	2016-01-21 14:39:00		6.667	ATTEMPT		RESULT		programming	raiseToPower	1	2016-01-21 14:38:00	Parameter	1	1	CORRECT			def raiseToPower(x, y)\n    return x ** y					expert_class		hint_second		Parameter		Single-KC		KC258		Programming Language Fundamentals		Parameter				
8656	All Data	52ee8f6477ce23861d84fc6308292475	S372	1	2016-01-21 14:39:00		6.667	ATTEMPT		RESULT		programming	raiseToPower	1	2016-01-21 14:38:00	Function Definition	1	1	CORRECT			def raiseToPower(x, y)\n    return x ** y					expert_class		hint_second		Function Definition		Single-KC		KC129		Class and Functions		Function Definition				
8657	All Data	91b31e945d14e3558eab742157df73a8	S372	1	2016-01-21 14:39:00		6.667	ATTEMPT		RESULT		programming	raiseToPower	1	2016-01-21 14:38:00	Power	1	1	CORRECT			def raiseToPower(x, y)\n    return x ** y					expert_class		hint_second		Power		Single-KC		KC244		Arithmetic Operations		Power				
8658	All Data	e4eeef842aebc1a9ecfd2f07248ab3a4	S372	1	2016-01-21 14:46:00		38.182	ATTEMPT		RESULT		programming	convertToDegrees	1	2016-01-21 14:39:00	Module	1	1	CORRECT			import math\n\ndef converToDegrees(x):\n    return math.degrees(x)					expert_class		hint_second		Module		Single-KC		KC220		Data Types and Structures		Module				
8659	All Data	4c9b8d456dd12934ca8139535b67dcaf	S372	1	2016-01-21 14:46:00		38.182	ATTEMPT		RESULT		programming	convertToDegrees	1	2016-01-21 14:39:00	Arguments	1	1	CORRECT			import math\n\ndef converToDegrees(x):\n    return math.degrees(x)					expert_class		hint_second		Arguments		Single-KC		KC222		Class and Functions		Function Definition				
8660	All Data	a07a24e6d1c64b62fae7a5914158cf5f	S372	1	2016-01-21 14:46:00		38.182	ATTEMPT		RESULT		programming	convertToDegrees	1	2016-01-21 14:39:00	Load	1	1	CORRECT			import math\n\ndef converToDegrees(x):\n    return math.degrees(x)					expert_class		hint_second		Load		Single-KC		KC138		Programming Language Fundamentals		Load				
8661	All Data	4fb64f1e41bc14d6c14b30d886ab8f64	S372	1	2016-01-21 14:46:00		38.182	ATTEMPT		RESULT		programming	convertToDegrees	1	2016-01-21 14:39:00	Import	1	1	CORRECT			import math\n\ndef converToDegrees(x):\n    return math.degrees(x)					expert_class		hint_second		Import		Single-KC		KC213		Programming Language Fundamentals		Import				
8662	All Data	1f04a4258152d31f78cade7a5a1985c7	S372	1	2016-01-21 14:46:00		38.182	ATTEMPT		RESULT		programming	convertToDegrees	1	2016-01-21 14:39:00	Return	1	1	CORRECT			import math\n\ndef converToDegrees(x):\n    return math.degrees(x)					expert_class		hint_second		Return		Single-KC		KC19		Class and Functions		Function Definition				
8663	All Data	ff149660dac27e7f5023c181d0ad882d	S372	1	2016-01-21 14:46:00		38.182	ATTEMPT		RESULT		programming	convertToDegrees	1	2016-01-21 14:39:00	Call	1	1	CORRECT			import math\n\ndef converToDegrees(x):\n    return math.degrees(x)					expert_class		hint_second		Call		Single-KC		KC228		Class and Functions		Function Definition				
8664	All Data	1b673625fa44a585b48d247e3d14f46d	S372	1	2016-01-21 14:46:00		38.182	ATTEMPT		RESULT		programming	convertToDegrees	1	2016-01-21 14:39:00	Name	1	1	CORRECT			import math\n\ndef converToDegrees(x):\n    return math.degrees(x)					expert_class		hint_second		Name		Single-KC		KC233		Variables		Name				
8665	All Data	d9f39d3f5f6c468d90ce2de48d75801a	S372	1	2016-01-21 14:46:00		38.182	ATTEMPT		RESULT		programming	convertToDegrees	1	2016-01-21 14:39:00	Parameter	1	1	CORRECT			import math\n\ndef converToDegrees(x):\n    return math.degrees(x)					expert_class		hint_second		Parameter		Single-KC		KC115		Programming Language Fundamentals		Parameter				
8666	All Data	6b09aba904b8a25baed32b2dff4da8d3	S372	1	2016-01-21 14:46:00		38.182	ATTEMPT		RESULT		programming	convertToDegrees	1	2016-01-21 14:39:00	Function Definition	1	1	CORRECT			import math\n\ndef converToDegrees(x):\n    return math.degrees(x)					expert_class		hint_second		Function Definition		Single-KC		KC39		Class and Functions		Function Definition				
8667	All Data	10c9b1c4ff26ac36536b7442ebb4675c	S372	1	2016-01-21 14:46:00		38.182	ATTEMPT		RESULT		programming	convertToDegrees	1	2016-01-21 14:39:00	Attribute	1	1	CORRECT			import math\n\ndef converToDegrees(x):\n    return math.degrees(x)					expert_class		hint_second		Attribute		Single-KC		KC68		Class and Functions		Function Definition				
8668	All Data	9de405b65b599d03aed026b1ffc0133f	S372	1	2016-01-21 14:46:00		38.182	ATTEMPT		RESULT		programming	convertToDegrees	1	2016-01-21 14:39:00	Alias	1	1	CORRECT			import math\n\ndef converToDegrees(x):\n    return math.degrees(x)					expert_class		hint_second		Alias		Single-KC		KC234		Variables		Alias				
8669	All Data	9b359f74c41b31ea837b4221352f1555	S372	1	2016-01-21 14:53:00		20	ATTEMPT		RESULT		programming	findRoot	1	2016-01-21 14:46:00	Module	1	1	CORRECT			import math\n\ndef findRoot(a, b, c):\n    result1 = (-b + math.sqrt( (b ** 2) - (4 * a * c) )) / (2 * a)\n    result2 = (-b - math.sqrt( (b ** 2) - (4 * a * c) )) / (2 * a)\n    \n    return math.max(result1, result2)					expert_class		hint_second		Module		Single-KC		KC81		Data Types and Structures		Module				
8670	All Data	3bd5092cb9112d9a8ad7fd50bd3f5093	S372	1	2016-01-21 14:53:00		20	ATTEMPT		RESULT		programming	findRoot	1	2016-01-21 14:46:00	Divide	1	1	CORRECT			import math\n\ndef findRoot(a, b, c):\n    result1 = (-b + math.sqrt( (b ** 2) - (4 * a * c) )) / (2 * a)\n    result2 = (-b - math.sqrt( (b ** 2) - (4 * a * c) )) / (2 * a)\n    \n    return math.max(result1, result2)					expert_class		hint_second		Divide		Single-KC		KC49		Arithmetic Operations		Divide				
8671	All Data	bd148df84ce5cb3043d17c0d7030584c	S372	1	2016-01-21 14:53:00		20	ATTEMPT		RESULT		programming	findRoot	1	2016-01-21 14:46:00	Assign	1	1	CORRECT			import math\n\ndef findRoot(a, b, c):\n    result1 = (-b + math.sqrt( (b ** 2) - (4 * a * c) )) / (2 * a)\n    result2 = (-b - math.sqrt( (b ** 2) - (4 * a * c) )) / (2 * a)\n    \n    return math.max(result1, result2)					expert_class		hint_second		Assign		Single-KC		KC54		Variables		Assign				
8672	All Data	29550e6571c4576579c8bdb05c1beb50	S372	1	2016-01-21 14:53:00		20	ATTEMPT		RESULT		programming	findRoot	1	2016-01-21 14:46:00	Number	1	1	CORRECT			import math\n\ndef findRoot(a, b, c):\n    result1 = (-b + math.sqrt( (b ** 2) - (4 * a * c) )) / (2 * a)\n    result2 = (-b - math.sqrt( (b ** 2) - (4 * a * c) )) / (2 * a)\n    \n    return math.max(result1, result2)					expert_class		hint_second		Number		Single-KC		KC184		Data Types and Structures		Number				
8673	All Data	5693d268be1bc20f83f66da5098428ac	S372	1	2016-01-21 14:53:00		20	ATTEMPT		RESULT		programming	findRoot	1	2016-01-21 14:46:00	Unary Operation	1	1	CORRECT			import math\n\ndef findRoot(a, b, c):\n    result1 = (-b + math.sqrt( (b ** 2) - (4 * a * c) )) / (2 * a)\n    result2 = (-b - math.sqrt( (b ** 2) - (4 * a * c) )) / (2 * a)\n    \n    return math.max(result1, result2)					expert_class		hint_second		Unary Operation		Single-KC		KC188		Arithmetic Operations		Unary Operation				
8674	All Data	727e2de96b731866ae2027299162a568	S372	1	2016-01-21 14:53:00		20	ATTEMPT		RESULT		programming	findRoot	1	2016-01-21 14:46:00	Arguments	1	1	CORRECT			import math\n\ndef findRoot(a, b, c):\n    result1 = (-b + math.sqrt( (b ** 2) - (4 * a * c) )) / (2 * a)\n    result2 = (-b - math.sqrt( (b ** 2) - (4 * a * c) )) / (2 * a)\n    \n    return math.max(result1, result2)					expert_class		hint_second		Arguments		Single-KC		KC38		Class and Functions		Function Definition				
8675	All Data	19e3d226b5b63adf01b8735ad191540d	S372	1	2016-01-21 14:53:00		20	ATTEMPT		RESULT		programming	findRoot	1	2016-01-21 14:46:00	Store	1	1	CORRECT			import math\n\ndef findRoot(a, b, c):\n    result1 = (-b + math.sqrt( (b ** 2) - (4 * a * c) )) / (2 * a)\n    result2 = (-b - math.sqrt( (b ** 2) - (4 * a * c) )) / (2 * a)\n    \n    return math.max(result1, result2)					expert_class		hint_second		Store		Single-KC		KC20		Variables		Store				
8676	All Data	f4b19071b82e7e901822fa3537791a3f	S372	1	2016-01-21 14:53:00		20	ATTEMPT		RESULT		programming	findRoot	1	2016-01-21 14:46:00	Subtract	1	1	CORRECT			import math\n\ndef findRoot(a, b, c):\n    result1 = (-b + math.sqrt( (b ** 2) - (4 * a * c) )) / (2 * a)\n    result2 = (-b - math.sqrt( (b ** 2) - (4 * a * c) )) / (2 * a)\n    \n    return math.max(result1, result2)					expert_class		hint_second		Subtract		Single-KC		KC28		Arithmetic Operations		Subtract				
8677	All Data	75c8b24624b624dcd3f081cf6640e8db	S372	1	2016-01-21 14:53:00		20	ATTEMPT		RESULT		programming	findRoot	1	2016-01-21 14:46:00	Binary Operation	1	1	CORRECT			import math\n\ndef findRoot(a, b, c):\n    result1 = (-b + math.sqrt( (b ** 2) - (4 * a * c) )) / (2 * a)\n    result2 = (-b - math.sqrt( (b ** 2) - (4 * a * c) )) / (2 * a)\n    \n    return math.max(result1, result2)					expert_class		hint_second		Binary Operation		Single-KC		KC239		Arithmetic Operations		Binary Operation				
8678	All Data	3ad7fbfc78e84fd9240b3697ade15709	S372	1	2016-01-21 14:53:00		20	ATTEMPT		RESULT		programming	findRoot	1	2016-01-21 14:46:00	Load	1	0	INCORRECT			import math\n\ndef findRoot(a, b, c):\n    result1 = (-b + math.sqrt( (b ** 2) - (4 * a * c) )) / (2 * a)\n    result2 = (-b - math.sqrt( (b ** 2) - (4 * a * c) )) / (2 * a)\n    \n    return math.max(result1, result2)	Commission Error				expert_class		hint_second		Load		Single-KC		KC111		Programming Language Fundamentals		Load				
8679	All Data	7cf8037becf7d7fd1ba2d9ba26d8e2cf	S372	1	2016-01-21 14:53:00		20	ATTEMPT		RESULT		programming	findRoot	1	2016-01-21 14:46:00	Return	1	1	CORRECT			import math\n\ndef findRoot(a, b, c):\n    result1 = (-b + math.sqrt( (b ** 2) - (4 * a * c) )) / (2 * a)\n    result2 = (-b - math.sqrt( (b ** 2) - (4 * a * c) )) / (2 * a)\n    \n    return math.max(result1, result2)					expert_class		hint_second		Return		Single-KC		KC116		Class and Functions		Function Definition				
8680	All Data	d242557481e47bd330df2422443e80bc	S372	1	2016-01-21 14:53:00		20	ATTEMPT		RESULT		programming	findRoot	1	2016-01-21 14:46:00	Call	1	1	CORRECT			import math\n\ndef findRoot(a, b, c):\n    result1 = (-b + math.sqrt( (b ** 2) - (4 * a * c) )) / (2 * a)\n    result2 = (-b - math.sqrt( (b ** 2) - (4 * a * c) )) / (2 * a)\n    \n    return math.max(result1, result2)					expert_class		hint_second		Call		Single-KC		KC151		Class and Functions		Function Definition				
